,value,component,exp,Time
0,0.0,x-mom,real,2000-01-01 05:00:00
1,0.01781313121318817,x-mom,real,2000-01-01 05:00:00
2,0.03400639072060585,x-mom,real,2000-01-01 05:00:00
3,0.04931529238820076,x-mom,real,2000-01-01 05:00:00
4,4.306336879730225,x-mom,real,2000-01-01 05:00:00
5,-6.328087329864502,x-mom,real,2000-01-01 05:00:00
6,-62.41550827026367,x-mom,real,2000-01-01 05:00:00
7,-75.13614654541016,x-mom,real,2000-01-01 05:00:00
8,23.746152877807617,x-mom,real,2000-01-01 05:00:00
9,-75.57118225097656,x-mom,real,2000-01-01 05:00:00
10,-70.31236267089844,x-mom,real,2000-01-01 05:00:00
11,54.55376052856445,x-mom,real,2000-01-01 05:00:00
12,31.3189754486084,x-mom,real,2000-01-01 05:00:00
13,-69.94376373291016,x-mom,real,2000-01-01 05:00:00
14,-72.90760803222656,x-mom,real,2000-01-01 05:00:00
15,-143.36624145507812,x-mom,real,2000-01-01 05:00:00
16,-240.43589782714844,x-mom,real,2000-01-01 05:00:00
17,-111.49646759033203,x-mom,real,2000-01-01 05:00:00
18,151.5897674560547,x-mom,real,2000-01-01 05:00:00
19,322.1022033691406,x-mom,real,2000-01-01 05:00:00
20,299.2657165527344,x-mom,real,2000-01-01 05:00:00
21,256.1656494140625,x-mom,real,2000-01-01 05:00:00
22,115.11534118652344,x-mom,real,2000-01-01 05:00:00
23,71.0757827758789,x-mom,real,2000-01-01 05:00:00
24,244.2672576904297,x-mom,real,2000-01-01 05:00:00
25,297.4704284667969,x-mom,real,2000-01-01 05:00:00
26,282.58026123046875,x-mom,real,2000-01-01 05:00:00
27,-27.096811294555664,x-mom,real,2000-01-01 05:00:00
28,30.299428939819336,x-mom,real,2000-01-01 05:00:00
29,136.8203887939453,x-mom,real,2000-01-01 05:00:00
30,38.59915542602539,x-mom,real,2000-01-01 05:00:00
31,77.88411712646484,x-mom,real,2000-01-01 05:00:00
32,242.00340270996094,x-mom,real,2000-01-01 05:00:00
33,174.5408477783203,x-mom,real,2000-01-01 05:00:00
34,18.65507698059082,x-mom,real,2000-01-01 05:00:00
35,-36.74542999267578,x-mom,real,2000-01-01 05:00:00
36,108.069091796875,x-mom,real,2000-01-01 05:00:00
37,309.4851989746094,x-mom,real,2000-01-01 05:00:00
38,393.2631530761719,x-mom,real,2000-01-01 05:00:00
39,417.4674377441406,x-mom,real,2000-01-01 05:00:00
40,162.36062622070312,x-mom,real,2000-01-01 05:00:00
41,144.72592163085938,x-mom,real,2000-01-01 05:00:00
42,351.93487548828125,x-mom,real,2000-01-01 05:00:00
43,116.39344787597656,x-mom,real,2000-01-01 05:00:00
44,6.263614654541016,x-mom,real,2000-01-01 05:00:00
45,1.0933729410171509,x-mom,real,2000-01-01 05:00:00
46,56.660728454589844,x-mom,real,2000-01-01 05:00:00
47,-40.73727035522461,x-mom,real,2000-01-01 05:00:00
48,44.95463180541992,x-mom,real,2000-01-01 05:00:00
0,0.0,y-mom,real,2000-01-01 05:00:00
1,0.004747950937598944,y-mom,real,2000-01-01 05:00:00
2,0.009407567791640759,y-mom,real,2000-01-01 05:00:00
3,0.015532165765762329,y-mom,real,2000-01-01 05:00:00
4,-0.0011343942023813725,y-mom,real,2000-01-01 05:00:00
5,0.6672788858413696,y-mom,real,2000-01-01 05:00:00
6,3.0069613456726074,y-mom,real,2000-01-01 05:00:00
7,-2.7513818740844727,y-mom,real,2000-01-01 05:00:00
8,2.385286331176758,y-mom,real,2000-01-01 05:00:00
9,5.6791534423828125,y-mom,real,2000-01-01 05:00:00
10,2.396172285079956,y-mom,real,2000-01-01 05:00:00
11,-3.4893176555633545,y-mom,real,2000-01-01 05:00:00
12,-3.4379940032958984,y-mom,real,2000-01-01 05:00:00
13,9.61194896697998,y-mom,real,2000-01-01 05:00:00
14,-11.549555778503418,y-mom,real,2000-01-01 05:00:00
15,-4.918151378631592,y-mom,real,2000-01-01 05:00:00
16,-5.872151851654053,y-mom,real,2000-01-01 05:00:00
17,-5.095919132232666,y-mom,real,2000-01-01 05:00:00
18,11.943076133728027,y-mom,real,2000-01-01 05:00:00
19,-12.44050407409668,y-mom,real,2000-01-01 05:00:00
20,-3.9539036750793457,y-mom,real,2000-01-01 05:00:00
21,1.5554155111312866,y-mom,real,2000-01-01 05:00:00
22,20.253332138061523,y-mom,real,2000-01-01 05:00:00
23,-3.3302855491638184,y-mom,real,2000-01-01 05:00:00
24,-13.403223037719727,y-mom,real,2000-01-01 05:00:00
25,18.06842041015625,y-mom,real,2000-01-01 05:00:00
26,39.01245880126953,y-mom,real,2000-01-01 05:00:00
27,41.685062408447266,y-mom,real,2000-01-01 05:00:00
28,9.891209602355957,y-mom,real,2000-01-01 05:00:00
29,-34.43433380126953,y-mom,real,2000-01-01 05:00:00
30,6.487115383148193,y-mom,real,2000-01-01 05:00:00
31,-14.724738121032715,y-mom,real,2000-01-01 05:00:00
32,-16.96442222595215,y-mom,real,2000-01-01 05:00:00
33,-28.277267456054688,y-mom,real,2000-01-01 05:00:00
34,-1.4901347160339355,y-mom,real,2000-01-01 05:00:00
35,25.745784759521484,y-mom,real,2000-01-01 05:00:00
36,-15.585822105407715,y-mom,real,2000-01-01 05:00:00
37,-6.775439262390137,y-mom,real,2000-01-01 05:00:00
38,-12.252531051635742,y-mom,real,2000-01-01 05:00:00
39,14.05673599243164,y-mom,real,2000-01-01 05:00:00
40,25.725521087646484,y-mom,real,2000-01-01 05:00:00
41,19.59074592590332,y-mom,real,2000-01-01 05:00:00
42,85.58648681640625,y-mom,real,2000-01-01 05:00:00
43,14.674932479858398,y-mom,real,2000-01-01 05:00:00
44,16.840906143188477,y-mom,real,2000-01-01 05:00:00
45,-30.022756576538086,y-mom,real,2000-01-01 05:00:00
46,5.157529354095459,y-mom,real,2000-01-01 05:00:00
47,-25.164766311645508,y-mom,real,2000-01-01 05:00:00
48,-6.12320613861084,y-mom,real,2000-01-01 05:00:00
0,34.77954410601266,z-mom,real,2000-01-01 05:00:00
1,-233.19181170886077,z-mom,real,2000-01-01 05:00:00
2,-263.7024525316456,z-mom,real,2000-01-01 05:00:00
3,329.3453125,z-mom,real,2000-01-01 05:00:00
4,64.21258900316455,z-mom,real,2000-01-01 05:00:00
5,633.0256329113924,z-mom,real,2000-01-01 05:00:00
6,300.3852650316456,z-mom,real,2000-01-01 05:00:00
7,12.976420342167721,z-mom,real,2000-01-01 05:00:00
8,445.02820411392406,z-mom,real,2000-01-01 05:00:00
9,237.46675237341773,z-mom,real,2000-01-01 05:00:00
10,169.49541139240506,z-mom,real,2000-01-01 05:00:00
11,235.09446202531646,z-mom,real,2000-01-01 05:00:00
12,238.03390031645569,z-mom,real,2000-01-01 05:00:00
13,386.07535601265823,z-mom,real,2000-01-01 05:00:00
14,207.20395569620254,z-mom,real,2000-01-01 05:00:00
15,465.55466772151897,z-mom,real,2000-01-01 05:00:00
16,596.4653481012658,z-mom,real,2000-01-01 05:00:00
17,641.5089003164557,z-mom,real,2000-01-01 05:00:00
18,524.5019778481013,z-mom,real,2000-01-01 05:00:00
19,475.5810917721519,z-mom,real,2000-01-01 05:00:00
20,592.7830696202532,z-mom,real,2000-01-01 05:00:00
21,297.4772151898734,z-mom,real,2000-01-01 05:00:00
22,509.4226265822785,z-mom,real,2000-01-01 05:00:00
23,725.8132120253165,z-mom,real,2000-01-01 05:00:00
24,710.6022943037975,z-mom,real,2000-01-01 05:00:00
25,674.5832278481013,z-mom,real,2000-01-01 05:00:00
26,613.3182753164557,z-mom,real,2000-01-01 05:00:00
27,516.056091772152,z-mom,real,2000-01-01 05:00:00
28,422.46174841772154,z-mom,real,2000-01-01 05:00:00
29,317.08928006329114,z-mom,real,2000-01-01 05:00:00
30,324.69509493670887,z-mom,real,2000-01-01 05:00:00
31,630.6961234177215,z-mom,real,2000-01-01 05:00:00
32,605.8738924050633,z-mom,real,2000-01-01 05:00:00
33,626.0738132911392,z-mom,real,2000-01-01 05:00:00
34,529.0826740506329,z-mom,real,2000-01-01 05:00:00
35,344.96598101265823,z-mom,real,2000-01-01 05:00:00
36,132.08596716772152,z-mom,real,2000-01-01 05:00:00
37,282.6545886075949,z-mom,real,2000-01-01 05:00:00
38,384.82863924050633,z-mom,real,2000-01-01 05:00:00
39,417.09173259493673,z-mom,real,2000-01-01 05:00:00
40,266.190664556962,z-mom,real,2000-01-01 05:00:00
41,164.55698180379747,z-mom,real,2000-01-01 05:00:00
42,136.38546281645569,z-mom,real,2000-01-01 05:00:00
43,252.45316455696204,z-mom,real,2000-01-01 05:00:00
44,-2.9382416930379747,z-mom,real,2000-01-01 05:00:00
45,-47.700336234177215,z-mom,real,2000-01-01 05:00:00
46,-17.11720233386076,z-mom,real,2000-01-01 05:00:00
47,-90.01354825949367,z-mom,real,2000-01-01 05:00:00
48,22.413805379746837,z-mom,real,2000-01-01 05:00:00
0,0.0,x-press,real,2000-01-01 05:00:00
1,-2.7350594677955087e-07,x-press,real,2000-01-01 05:00:00
2,6.17667467395222e-07,x-press,real,2000-01-01 05:00:00
3,-1.269523068003764e-06,x-press,real,2000-01-01 05:00:00
4,9.930876387898024e-08,x-press,real,2000-01-01 05:00:00
5,3.596537499106489e-05,x-press,real,2000-01-01 05:00:00
6,0.00012289074948057532,x-press,real,2000-01-01 05:00:00
7,0.00012135129509260878,x-press,real,2000-01-01 05:00:00
8,5.846187923452817e-05,x-press,real,2000-01-01 05:00:00
9,-6.013091842760332e-05,x-press,real,2000-01-01 05:00:00
10,4.472603177418932e-05,x-press,real,2000-01-01 05:00:00
11,4.743829049402848e-05,x-press,real,2000-01-01 05:00:00
12,0.00011839451326522976,x-press,real,2000-01-01 05:00:00
13,0.00012768850137945265,x-press,real,2000-01-01 05:00:00
14,0.00017322298663202673,x-press,real,2000-01-01 05:00:00
15,-0.00013971395674161613,x-press,real,2000-01-01 05:00:00
16,-0.00012853083899244666,x-press,real,2000-01-01 05:00:00
17,-0.00018903684394899756,x-press,real,2000-01-01 05:00:00
18,-5.023619451094419e-05,x-press,real,2000-01-01 05:00:00
19,-5.850290472153574e-05,x-press,real,2000-01-01 05:00:00
20,0.0002680220641195774,x-press,real,2000-01-01 05:00:00
21,0.00028658303199335933,x-press,real,2000-01-01 05:00:00
22,0.0005101779825054109,x-press,real,2000-01-01 05:00:00
23,0.0005232020630501211,x-press,real,2000-01-01 05:00:00
24,5.868654989171773e-05,x-press,real,2000-01-01 05:00:00
25,3.821590780717088e-06,x-press,real,2000-01-01 05:00:00
26,0.0003832230868283659,x-press,real,2000-01-01 05:00:00
27,0.0005795693723484874,x-press,real,2000-01-01 05:00:00
28,0.0004774341359734535,x-press,real,2000-01-01 05:00:00
29,-0.0001078873174265027,x-press,real,2000-01-01 05:00:00
30,0.0006411713548004627,x-press,real,2000-01-01 05:00:00
31,0.00041904387762770057,x-press,real,2000-01-01 05:00:00
32,0.00025108654517680407,x-press,real,2000-01-01 05:00:00
33,3.5113593185087666e-05,x-press,real,2000-01-01 05:00:00
34,-0.0001489692076575011,x-press,real,2000-01-01 05:00:00
35,0.0003204919339623302,x-press,real,2000-01-01 05:00:00
36,0.0006557006854563951,x-press,real,2000-01-01 05:00:00
37,0.0011763767106458545,x-press,real,2000-01-01 05:00:00
38,0.0006155158043839037,x-press,real,2000-01-01 05:00:00
39,0.0005199701990932226,x-press,real,2000-01-01 05:00:00
40,0.0002693498972803354,x-press,real,2000-01-01 05:00:00
41,0.0009843395091593266,x-press,real,2000-01-01 05:00:00
42,0.0006487913778983057,x-press,real,2000-01-01 05:00:00
43,0.0003051781968679279,x-press,real,2000-01-01 05:00:00
44,0.00022882054327055812,x-press,real,2000-01-01 05:00:00
45,0.0003918515576515347,x-press,real,2000-01-01 05:00:00
46,-0.00025705707957968116,x-press,real,2000-01-01 05:00:00
47,-0.00035048412973992527,x-press,real,2000-01-01 05:00:00
48,-0.00028495959122665226,x-press,real,2000-01-01 05:00:00
0,-0.0,flux-divg,real,2000-01-01 05:00:00
1,-0.0034375063893764836,flux-divg,real,2000-01-01 05:00:00
2,-0.0018917197872113578,flux-divg,real,2000-01-01 05:00:00
3,5.4234008789062925e-05,flux-divg,real,2000-01-01 05:00:00
4,0.000792324191709108,flux-divg,real,2000-01-01 05:00:00
5,-0.00038098120967044124,flux-divg,real,2000-01-01 05:00:00
6,0.0018328629351265823,flux-divg,real,2000-01-01 05:00:00
7,0.0007336697735363924,flux-divg,real,2000-01-01 05:00:00
8,-6.164649673655109e-05,flux-divg,real,2000-01-01 05:00:00
9,-0.00011612558871884859,flux-divg,real,2000-01-01 05:00:00
10,0.00034657540623145766,flux-divg,real,2000-01-01 05:00:00
11,0.0006937976305997821,flux-divg,real,2000-01-01 05:00:00
12,-6.605118956746936e-05,flux-divg,real,2000-01-01 05:00:00
13,-0.00015702447818804365,flux-divg,real,2000-01-01 05:00:00
14,-0.00028161076606074474,flux-divg,real,2000-01-01 05:00:00
15,0.00016228144199033334,flux-divg,real,2000-01-01 05:00:00
16,-0.00010282391222217424,flux-divg,real,2000-01-01 05:00:00
17,-0.00017260142459145066,flux-divg,real,2000-01-01 05:00:00
18,-0.00036735862635358995,flux-divg,real,2000-01-01 05:00:00
19,-0.0003609100167962569,flux-divg,real,2000-01-01 05:00:00
20,0.0004900965398474582,flux-divg,real,2000-01-01 05:00:00
21,-0.0003289143081858188,flux-divg,real,2000-01-01 05:00:00
22,0.0003578618921207477,flux-divg,real,2000-01-01 05:00:00
23,0.00023858653394481831,flux-divg,real,2000-01-01 05:00:00
24,7.445939076097651e-05,flux-divg,real,2000-01-01 05:00:00
25,0.0005244039878362336,flux-divg,real,2000-01-01 05:00:00
26,2.8759634283524348e-05,flux-divg,real,2000-01-01 05:00:00
27,0.0005277406175830697,flux-divg,real,2000-01-01 05:00:00
28,-0.0001742233933074564,flux-divg,real,2000-01-01 05:00:00
29,0.00039372380123862705,flux-divg,real,2000-01-01 05:00:00
30,0.0008174823886533326,flux-divg,real,2000-01-01 05:00:00
31,0.001462163843082476,flux-divg,real,2000-01-01 05:00:00
32,0.001118550700899921,flux-divg,real,2000-01-01 05:00:00
33,0.0012702778644803202,flux-divg,real,2000-01-01 05:00:00
34,0.001078323047493078,flux-divg,real,2000-01-01 05:00:00
35,0.000227736291040348,flux-divg,real,2000-01-01 05:00:00
36,-0.0007679080142250545,flux-divg,real,2000-01-01 05:00:00
37,-0.001233065737953669,flux-divg,real,2000-01-01 05:00:00
38,0.000493537323384345,flux-divg,real,2000-01-01 05:00:00
39,0.0010052981065194816,flux-divg,real,2000-01-01 05:00:00
40,0.0003021445667894582,flux-divg,real,2000-01-01 05:00:00
41,-0.0011097114022170442,flux-divg,real,2000-01-01 05:00:00
42,-0.00021011709671986246,flux-divg,real,2000-01-01 05:00:00
43,-8.315042036998133e-05,flux-divg,real,2000-01-01 05:00:00
44,-0.0005533335625370847,flux-divg,real,2000-01-01 05:00:00
45,5.804310955578767e-05,flux-divg,real,2000-01-01 05:00:00
46,-2.7470944561535802e-05,flux-divg,real,2000-01-01 05:00:00
47,-4.522663454466214e-05,flux-divg,real,2000-01-01 05:00:00
48,0.0005547672976723201,flux-divg,real,2000-01-01 05:00:00
0,0.0,x-mom,stable,2000-01-01 05:00:00
1,0.013366195373237133,x-mom,stable,2000-01-01 05:00:00
2,0.029827509075403214,x-mom,stable,2000-01-01 05:00:00
3,-0.06240960583090782,x-mom,stable,2000-01-01 05:00:00
4,-0.4661672115325928,x-mom,stable,2000-01-01 05:00:00
5,-0.7023284435272217,x-mom,stable,2000-01-01 05:00:00
6,6.206061840057373,x-mom,stable,2000-01-01 05:00:00
7,0.69367516040802,x-mom,stable,2000-01-01 05:00:00
8,60.23240661621094,x-mom,stable,2000-01-01 05:00:00
9,-61.69306182861328,x-mom,stable,2000-01-01 05:00:00
10,4.892735958099365,x-mom,stable,2000-01-01 05:00:00
11,12.580862045288086,x-mom,stable,2000-01-01 05:00:00
12,-64.63442993164062,x-mom,stable,2000-01-01 05:00:00
13,-68.58299255371094,x-mom,stable,2000-01-01 05:00:00
14,-46.01981735229492,x-mom,stable,2000-01-01 05:00:00
15,-70.80706024169922,x-mom,stable,2000-01-01 05:00:00
16,-100.41728210449219,x-mom,stable,2000-01-01 05:00:00
17,45.664146423339844,x-mom,stable,2000-01-01 05:00:00
18,64.2968521118164,x-mom,stable,2000-01-01 05:00:00
19,-59.826839447021484,x-mom,stable,2000-01-01 05:00:00
20,-110.66699981689453,x-mom,stable,2000-01-01 05:00:00
21,-25.48122215270996,x-mom,stable,2000-01-01 05:00:00
22,105.82720947265625,x-mom,stable,2000-01-01 05:00:00
23,204.3362274169922,x-mom,stable,2000-01-01 05:00:00
24,255.7675323486328,x-mom,stable,2000-01-01 05:00:00
25,128.31101989746094,x-mom,stable,2000-01-01 05:00:00
26,40.60790252685547,x-mom,stable,2000-01-01 05:00:00
27,35.935462951660156,x-mom,stable,2000-01-01 05:00:00
28,48.31394577026367,x-mom,stable,2000-01-01 05:00:00
29,68.6789321899414,x-mom,stable,2000-01-01 05:00:00
30,-18.747726440429688,x-mom,stable,2000-01-01 05:00:00
31,-30.889070510864258,x-mom,stable,2000-01-01 05:00:00
32,-49.54545593261719,x-mom,stable,2000-01-01 05:00:00
33,-106.44967651367188,x-mom,stable,2000-01-01 05:00:00
34,-69.24249267578125,x-mom,stable,2000-01-01 05:00:00
35,-98.63738250732422,x-mom,stable,2000-01-01 05:00:00
36,-65.15626525878906,x-mom,stable,2000-01-01 05:00:00
37,-17.76082992553711,x-mom,stable,2000-01-01 05:00:00
38,13.560893058776855,x-mom,stable,2000-01-01 05:00:00
39,46.46741485595703,x-mom,stable,2000-01-01 05:00:00
40,98.5299301147461,x-mom,stable,2000-01-01 05:00:00
41,87.02902221679688,x-mom,stable,2000-01-01 05:00:00
42,54.1667594909668,x-mom,stable,2000-01-01 05:00:00
43,3.4017980098724365,x-mom,stable,2000-01-01 05:00:00
44,-17.308870315551758,x-mom,stable,2000-01-01 05:00:00
45,-11.220136642456055,x-mom,stable,2000-01-01 05:00:00
46,-24.794851303100586,x-mom,stable,2000-01-01 05:00:00
47,-42.71617126464844,x-mom,stable,2000-01-01 05:00:00
48,-23.72564125061035,x-mom,stable,2000-01-01 05:00:00
0,0.0,y-mom,stable,2000-01-01 05:00:00
1,0.0040284511633217335,y-mom,stable,2000-01-01 05:00:00
2,0.011477519758045673,y-mom,stable,2000-01-01 05:00:00
3,0.015486654825508595,y-mom,stable,2000-01-01 05:00:00
4,0.022638415917754173,y-mom,stable,2000-01-01 05:00:00
5,-0.15028418600559235,y-mom,stable,2000-01-01 05:00:00
6,-0.402717262506485,y-mom,stable,2000-01-01 05:00:00
7,-0.4195154011249542,y-mom,stable,2000-01-01 05:00:00
8,0.9569839835166931,y-mom,stable,2000-01-01 05:00:00
9,4.385722637176514,y-mom,stable,2000-01-01 05:00:00
10,1.2881470918655396,y-mom,stable,2000-01-01 05:00:00
11,-18.520326614379883,y-mom,stable,2000-01-01 05:00:00
12,-14.311884880065918,y-mom,stable,2000-01-01 05:00:00
13,-3.5125374794006348,y-mom,stable,2000-01-01 05:00:00
14,14.902840614318848,y-mom,stable,2000-01-01 05:00:00
15,7.403315544128418,y-mom,stable,2000-01-01 05:00:00
16,-1.9933816194534302,y-mom,stable,2000-01-01 05:00:00
17,8.137031555175781,y-mom,stable,2000-01-01 05:00:00
18,-2.3564517498016357,y-mom,stable,2000-01-01 05:00:00
19,-1.8806043863296509,y-mom,stable,2000-01-01 05:00:00
20,-7.150655269622803,y-mom,stable,2000-01-01 05:00:00
21,-7.153964996337891,y-mom,stable,2000-01-01 05:00:00
22,4.095738887786865,y-mom,stable,2000-01-01 05:00:00
23,13.968162536621094,y-mom,stable,2000-01-01 05:00:00
24,14.847501754760742,y-mom,stable,2000-01-01 05:00:00
25,6.633515357971191,y-mom,stable,2000-01-01 05:00:00
26,6.3390607833862305,y-mom,stable,2000-01-01 05:00:00
27,4.101609230041504,y-mom,stable,2000-01-01 05:00:00
28,2.446834087371826,y-mom,stable,2000-01-01 05:00:00
29,1.6202086210250854,y-mom,stable,2000-01-01 05:00:00
30,-0.08632873743772507,y-mom,stable,2000-01-01 05:00:00
31,-3.5097124576568604,y-mom,stable,2000-01-01 05:00:00
32,-6.7911200523376465,y-mom,stable,2000-01-01 05:00:00
33,-5.013113975524902,y-mom,stable,2000-01-01 05:00:00
34,-0.6499605774879456,y-mom,stable,2000-01-01 05:00:00
35,1.2560869455337524,y-mom,stable,2000-01-01 05:00:00
36,4.054849624633789,y-mom,stable,2000-01-01 05:00:00
37,3.2357678413391113,y-mom,stable,2000-01-01 05:00:00
38,13.825711250305176,y-mom,stable,2000-01-01 05:00:00
39,5.78753137588501,y-mom,stable,2000-01-01 05:00:00
40,2.3950459957122803,y-mom,stable,2000-01-01 05:00:00
41,-1.130071759223938,y-mom,stable,2000-01-01 05:00:00
42,-2.4154629707336426,y-mom,stable,2000-01-01 05:00:00
43,3.2115654945373535,y-mom,stable,2000-01-01 05:00:00
44,7.701308727264404,y-mom,stable,2000-01-01 05:00:00
45,3.4914140701293945,y-mom,stable,2000-01-01 05:00:00
46,8.420300483703613,y-mom,stable,2000-01-01 05:00:00
47,11.459245681762695,y-mom,stable,2000-01-01 05:00:00
48,7.876861095428467,y-mom,stable,2000-01-01 05:00:00
0,35.9933964596519,z-mom,stable,2000-01-01 05:00:00
1,39.066910601265825,z-mom,stable,2000-01-01 05:00:00
2,-39.147270569620254,z-mom,stable,2000-01-01 05:00:00
3,96.22195411392406,z-mom,stable,2000-01-01 05:00:00
4,68.52085640822784,z-mom,stable,2000-01-01 05:00:00
5,-157.72331882911394,z-mom,stable,2000-01-01 05:00:00
6,-317.94026898734177,z-mom,stable,2000-01-01 05:00:00
7,-94.20294699367089,z-mom,stable,2000-01-01 05:00:00
8,-51.48571993670886,z-mom,stable,2000-01-01 05:00:00
9,-130.58053797468355,z-mom,stable,2000-01-01 05:00:00
10,-130.03359375,z-mom,stable,2000-01-01 05:00:00
11,-130.28390031645569,z-mom,stable,2000-01-01 05:00:00
12,-232.4182555379747,z-mom,stable,2000-01-01 05:00:00
13,-175.74940664556962,z-mom,stable,2000-01-01 05:00:00
14,-393.93117088607596,z-mom,stable,2000-01-01 05:00:00
15,-320.15148338607594,z-mom,stable,2000-01-01 05:00:00
16,-363.3267405063291,z-mom,stable,2000-01-01 05:00:00
17,-371.81542721518986,z-mom,stable,2000-01-01 05:00:00
18,-480.65759493670885,z-mom,stable,2000-01-01 05:00:00
19,-305.06600079113923,z-mom,stable,2000-01-01 05:00:00
20,-338.270332278481,z-mom,stable,2000-01-01 05:00:00
21,-324.8914952531646,z-mom,stable,2000-01-01 05:00:00
22,-340.1299050632911,z-mom,stable,2000-01-01 05:00:00
23,-391.470292721519,z-mom,stable,2000-01-01 05:00:00
24,-486.11542721518987,z-mom,stable,2000-01-01 05:00:00
25,-439.8948575949367,z-mom,stable,2000-01-01 05:00:00
26,-503.16807753164557,z-mom,stable,2000-01-01 05:00:00
27,-391.81629746835443,z-mom,stable,2000-01-01 05:00:00
28,-308.8993670886076,z-mom,stable,2000-01-01 05:00:00
29,-162.01044303797468,z-mom,stable,2000-01-01 05:00:00
30,-160.4532931170886,z-mom,stable,2000-01-01 05:00:00
31,-123.94020965189874,z-mom,stable,2000-01-01 05:00:00
32,-125.0073378164557,z-mom,stable,2000-01-01 05:00:00
33,-92.04090189873418,z-mom,stable,2000-01-01 05:00:00
34,-83.08643196202532,z-mom,stable,2000-01-01 05:00:00
35,-59.05949367088608,z-mom,stable,2000-01-01 05:00:00
36,-94.10439082278481,z-mom,stable,2000-01-01 05:00:00
37,-92.6984375,z-mom,stable,2000-01-01 05:00:00
38,-18.048845431170886,z-mom,stable,2000-01-01 05:00:00
39,31.794432357594935,z-mom,stable,2000-01-01 05:00:00
40,7.1219491693037975,z-mom,stable,2000-01-01 05:00:00
41,-38.08063439477848,z-mom,stable,2000-01-01 05:00:00
42,-44.310349090189874,z-mom,stable,2000-01-01 05:00:00
